candidate_webname,state_postal,cd,cand_party,year,web_score,FECCandID,bioguide_id
Adam Kinzinger,IL,16,Republican,2018,0.904518513,H0IL11052,K000378
Jim Marter,IL,16,Republican,2018,1.660978063,H8IL16153,NA
Neill Mohammad,IL,16,Democrat,2018,NA,H8IL16096,NA
Beth Vercolio-Osmund,IL,16,Democrat,2018,-0.367195934,H8IL16161,NA
Dani Brzozowski,IL,16,Democrat,2020,-0.771174188,H0IL16184,NA
Adam Kinzinger,IL,16,Republican,2020,0.860156337,H0IL11052,K000378
Darin LaHood,IL,16,Republican,2022,1.364280826,H6IL18088,L000585
Elizabeth Haderlein,IL,16,Democrat,2022,NA,H2IL16156,NA
JoAnne Guillemette,IL,16,Republican,2022,1.241493104,H0IL01145,NA
Michael Rebresh,IL,16,Republican,2022,0.941439523,H2IL16123,NA
Walt Peters,IL,16,Republican,2022,0.723823887,H2IL16131,NA
Cheri Bustos,IL,17,Democrat,2018,0.100498356,H2IL17071,B001286
William W. Fawell,IL,17,Republican,2018,0.39085972,H4IL17077,NA
Cheri Bustos,IL,17,Democrat,2020,0.12739101,H2IL17071,B001286
Spanky Edwards,IL,17,Democrat,2020,NA,H0IL17125,NA
William W. Fawell,IL,17,Republican,2020,0.557774686,H4IL17077,NA
Esther Joy King,IL,17,Republican,2020,0.847385344,H0IL17083,NA
Angie Normoyle,IL,17,Democrat,2022,-0.833620009,H2IL17113,NA
Charlie Helmick,IL,17,Republican,2022,-0.07476258,H2IL17170,NA
Eric Sorensen,IL,17,Democrat,2022,-1.106729721,H2IL17147,S001225
Esther Joy King,IL,17,Republican,2022,0.484488414,H0IL17083,NA
Jackie McGowan,IL,17,Democrat,2022,0.01362969,H2IL17162,NA
Jonathan Logemann,IL,17,Democrat,2022,-0.643638547,H2IL17121,NA
Litesa Wallace,IL,17,Democrat,2022,-0.843021811,H2IL17139,NA
Marsha Williams,IL,17,Democrat,2022,-1.363446518,H2IL16065,NA
Brian Deters,IL,18,Democrat,2018,-0.451947872,H8IL18092,NA
Darin LaHood,IL,18,Republican,2018,1.199334495,H6IL18088,L000585
Darrell Miller,IL,18,Democrat,2018,-0.443504529,H0IL11086,NA
Donald Ray Rients,IL,18,Republican,2018,NA,H6IL18138,NA
Junius Rodriguez,IL,18,Democrat,2018,-0.374132583,H6IL18161,NA
Darin LaHood,IL,18,Republican,2020,1.221731305,H6IL18088,L000585
George Petrilli,IL,18,Democrat,2020,NA,H0IL18073,NA
Patrick Harmon,IL,2,Republican,2018,NA,H8IL02112,NA
Robin Kelly,IL,2,Democrat,2018,-0.33040742,H2IL02172,K000385
Marcus Lewis,IL,2,Democrat,2018,-0.228143525,NA,NA
David Merkle,IL,2,Republican,2018,NA,H8IL02120,NA
John Morrow,IL,2,Republican,2018,-0.270167312,H6IL02199,NA
Robin Kelly,IL,2,Democrat,2020,-0.504899886,H2IL02172,K000385
Marcus Lewis,IL,2,Democrat,2020,NA,H2IL02156,NA
Theresa Raborn,IL,2,Republican,2020,-0.016646314,H0IL02127,NA
Ashley Ramos,IL,2,Republican,2022,0.881217371,H2IL02198,NA
Robin Kelly,IL,2,Democrat,2022,-0.871399319,H2IL02172,K000385
Shane Cultra,IL,2,Republican,2022,NA,NA,NA
Thomas Lynch,IL,2,Republican,2022,0.864363209,H2IL02214,NA
Arthur J. Jones,IL,3,Republican,2018,0.346729952,H6IL03148,NA
Daniel William Lipinski,IL,3,Democrat,2018,-0.329888213,H4IL03077,L000563
Marie Newman,IL,3,Democrat,2018,-0.618758393,H8IL03102,NA
Rush Darwish,IL,3,Democrat,2020,-0.853461433,H0IL03109,NA
Mike Fricilone,IL,3,Republican,2020,NA,H0IL03117,NA
Charles Hughes,IL,3,Democrat,2020,NA,H0IL03133,NA
Arthur J. Jones,IL,3,Republican,2020,0.289458351,H4IL03028,NA
Daniel William Lipinski,IL,3,Democrat,2020,-0.295658128,H4IL03077,NA
Marie Newman,IL,3,Democrat,2020,-1.223492528,H8IL03102,N000192
Cathy O'Shea,IL,3,Republican,2020,-0.308271532,H0IL03125,NA
Delia Ramirez,IL,3,Democrat,2022,-1.236595902,H2IL03162,R000617
Gil Villegas,IL,3,Democrat,2022,-1.028872275,H2IL03154,NA
Iymen Chehade,IL,3,Democrat,2022,-0.864306171,H2IL03170,NA
Juan Aguirre,IL,3,Democrat,2022,NA,H2IL03188,NA
Justin Burau,IL,3,Republican,2022,-0.12896652,H2IL06082,NA
Sol Flores,IL,4,Democrat,2018,-0.914404168,H8IL04159,NA
Jesus Garcia,IL,4,Democrat,2018,-0.829010008,H8IL04134,G000586
Richard Gonzalez,IL,4,Democrat,2018,-0.259886296,H8IL04126,NA
Mark Wayne Lorch,IL,4,Republican,2018,NA,H8IL04175,NA
Jesus Garcia,IL,4,Democrat,2020,-0.682380489,H8IL04134,G000586
Jesus Solorio,IL,4,Republican,2020,NA,H0IL04081,NA
Jesus Garcia,IL,4,Democrat,2022,-1.273439107,H8IL04134,G000586
Jim Falakos,IL,4,Republican,2022,NA,H2IL04160,NA
Tom Hanson,IL,5,Republican,2018,NA,H8IL03136,NA
Sameena Mustafa,IL,5,Democrat,2018,-0.895698176,H8IL05123,NA
Mike Quigley,IL,5,Democrat,2018,-0.115037585,H0IL05096,Q000023
Steven Schwartzberg,IL,5,Democrat,2018,-0.184574608,H8IL05131,NA
Benjamin Thomas Wolf,IL,5,Democrat,2018,-0.814861601,H8IL05115,NA
Brian Burns,IL,5,Democrat,2020,-0.918835,H0IL05351,NA
Tom Hanson,IL,5,Republican,2020,NA,H8IL05073,NA
Kimball Ladien,IL,5,Republican,2020,NA,H4IL05130,NA
Mike Quigley,IL,5,Democrat,2020,-0.180383364,H0IL05096,Q000023
Malgorzata McGonigal,IL,5,Republican,2022,NA,H2IL05217,NA
Mike Quigley,IL,5,Democrat,2022,-0.354126537,H0IL05096,Q000023
Tom Hanson,IL,5,Republican,2022,NA,H8IL05073,NA
Sean Casten,IL,6,Democrat,2018,-0.580701602,H8IL06139,C001117
Carole Cheney,IL,6,Democrat,2018,-0.868436833,H8IL06147,NA
Amanda Howland,IL,6,Democrat,2018,-1.05894648,H6IL06166,NA
Ryan Huffman,IL,6,Democrat,2018,-0.770730806,H8IL06162,NA
Kelly Mazeski,IL,6,Democrat,2018,-0.873621651,H8IL06121,NA
Peter Roskam,IL,6,Republican,2018,0.331307049,H6IL06117,NA
Becky Anderson Wilkins,IL,6,Democrat,2018,-0.34941332,H8IL06154,NA
Jennifer Zordani,IL,6,Democrat,2018,-0.101166248,H8IL06105,NA
Sean Casten,IL,6,Democrat,2020,-0.449939578,H8IL06139,C001117
JeanneÊ Ives,IL,6,Republican,2020,0.227173586,H0IL06060,NA
Gordon Kinzler,IL,6,Republican,2020,1.19880763,H0IL06078,NA
Cathy O'Shea,IL,6,Republican,2022,NA,H0IL03125,NA
Charles Hughes,IL,6,Democrat,2022,NA,NA,NA
Gary Grasso,IL,6,Republican,2022,1.215021204,H2IL06124,NA
Keith Pekau,IL,6,Republican,2022,0.469950792,H2IL06116,NA
Marie Newman,IL,6,Democrat,2022,-1.189127636,H8IL03102,NA
Niki Conforti,IL,6,Republican,2022,0.816433319,H2IL06090,NA
Rob Cruz,IL,6,Republican,2022,0.448511855,H2IL03147,NA
Scott Kasper,IL,6,Republican,2022,NA,H2IL06132,NA
Sean Casten,IL,6,Democrat,2022,-0.852060671,H8IL06139,C001117
Craig Cameron,IL,7,Republican,2018,0.174793348,H8IL17045,NA
Anthony V. Clark,IL,7,Democrat,2018,-0.645023332,H8IL07103,NA
Danny Davis,IL,7,Democrat,2018,-0.536966216,H4IL07037,D000096
Jeffrey Leef,IL,7,Republican,2018,NA,H6IL07305,NA
Craig Cameron,IL,7,Republican,2020,NA,H8IL17045,NA
Anthony V. Clark,IL,7,Democrat,2020,-0.976560818,H8IL07103,NA
Kina Collins,IL,7,Democrat,2020,-1.324489552,H0IL07167,NA
Danny Davis,IL,7,Democrat,2020,NA,H4IL07037,D000096
Kristine Schanbacher,IL,7,Democrat,2020,-1.622414222,H0IL07175,NA
Danny Davis,IL,7,Democrat,2022,NA,H4IL07037,D000096
Denarvis Mendenhall,IL,7,Democrat,2022,-1.069004798,NA,NA
Kina Collins,IL,7,Democrat,2022,-1.199888723,H0IL07167,NA
Jitendra Diganvker,IL,8,Republican,2018,0.8662678,H8IL08101,NA
Raja Krishnamoorthi,IL,8,Democrat,2018,-0.554124528,H6IL08147,K000391
Inam Hussain,IL,8,Democrat,2020,-0.496267082,H0IL08140,NA
Raja Krishnamoorthi,IL,8,Democrat,2020,-0.58560915,H6IL08147,K000391
William Olson,IL,8,Democrat,2020,NA,H0IL08157,NA
Chad Koppie,IL,8,Republican,2022,0.584247364,H2IL08203,NA
Chris Dargis,IL,8,Republican,2022,0.741019248,H2IL08187,NA
Junaid Ahmed,IL,8,Democrat,2022,-0.796967384,H2IL08146,NA
Karen Kolodziej,IL,8,Republican,2022,0.821560215,H2IL08179,NA
Peter Kopsaftis,IL,8,Republican,2022,0.800737187,H2IL08161,NA
Phil Wood,IL,8,Republican,2022,0.975276675,H2IL08195,NA
Raja Krishnamoorthi,IL,8,Democrat,2022,-0.370135489,H6IL08147,K000391
John Elleson,IL,9,Republican,2018,0.675117328,H8IL09224,NA
Max Rice,IL,9,Republican,2018,NA,H8IL09174,NA
Sargis Sangari,IL,9,Republican,2018,NA,H8IL09190,NA
Jan Schakowsky,IL,9,Democrat,2018,-0.795068172,H8IL09067,S001145
Vincent Thomas Jr,IL,9,Republican,2018,-0.094244431,H8IL09216,NA
Andrew Heldut,IL,9,Democrat,2020,NA,H0IL09098,NA
Sargis Sangari,IL,9,Republican,2020,NA,H8IL09190,NA
Jan Schakowsky,IL,9,Democrat,2020,-0.876640231,H8IL09067,S001145
Jan Schakowsky,IL,9,Democrat,2022,-0.727638434,H8IL09067,S001145
Max Rice,IL,9,Republican,2022,NA,H8IL09174,NA
Jeremy Belko,IN,1,Republican,2018,NA,NA,NA
Larry Chubb,IN,1,Democrat,2018,-0.599031004,NA,NA
Antonio Daggett,IN,1,Democrat,2018,NA,NA,NA
David Dopp,IN,1,Republican,2018,NA,NA,NA
Rose Ivanovich,IN,1,Republican,2018,-0.448586095,H8IN01179,NA
Mark Leyva,IN,1,Republican,2018,-0.039466144,H8IN01096,NA
John Meyer,IN,1,Republican,2018,NA,H6IN01207,NA
Nicholas Pappas,IN,1,Republican,2018,NA,H8IN01187,NA
Peter Visclosky,IN,1,Democrat,2018,-0.390556863,H4IN01012,V000108
Dion Michael Bergeron,IN,1,Republican,2020,-0.123473965,H0IN01234,NA
Melissa Borom,IN,1,Democrat,2020,-1.120395362,H0IN01200,NA
Carrie Castro,IN,1,Democrat,2020,NA,H0IN01283,NA
Scott Costello,IN,1,Democrat,2020,NA,H0IN01267,NA
Antonio Daggett Sr.,IN,1,Democrat,2020,-0.478882037,H8IN01146,NA
Ryan Farrar,IN,1,Democrat,2020,NA,H0IN01176,NA
Sabrina Haake,IN,1,Democrat,2020,-1.000668653,H0IN01184,NA
John Henry Hall,IN,1,Democrat,2020,NA,H0IN01291,NA
Mont Andrew Handley,IN,1,Republican,2020,0.149757616,H0IN01242,NA
Jim Harper,IN,1,Democrat,2020,NA,H0IN01143,NA
Spencer T. Lemmons,IN,1,Republican,2020,0.346203479,H0IN01226,NA
Mark Leyva,IN,1,Republican,2020,NA,H8IN01096,NA
Thomas M. McDermott Jr.,IN,1,Democrat,2020,-0.745772491,H0IN01135,NA
Wendell Mosby,IN,1,Democrat,2020,-0.845300417,H0IN01192,NA
Frank Mrvan,IN,1,Democrat,2020,-1.031463462,H0IN01150,M001214
William F. Powers,IN,1,Republican,2020,NA,H0IN01317,NA
Mara Candelaria Reardon,IN,1,Democrat,2020,-0.457848612,H0IN01168,NA
Jayson Reeves,IN,1,Democrat,2020,-0.634578405,H6IN01157,NA
Delano Michael Scaife,IN,1,Republican,2020,0.379657456,H0IN01218,NA
Andrew Sylwestrowicz,IN,1,Democrat,2020,NA,H0IN01309,NA
Aaron Storer,IN,1,Republican,2022,0.778324737,H2IN01222,NA
Ben Ruiz,IN,1,Republican,2022,0.725790657,H2IN01180,NA
Blair E. Milo,IN,1,Republican,2022,0.786954508,H2IN01198,NA
Frank Mrvan,IN,1,Democrat,2022,-0.739576588,H0IN01150,M001214
Jennifer-Ruth Green,IN,1,Republican,2022,0.492121049,H2IN01172,NA
Mark Leyva,IN,1,Republican,2022,1.052113988,NA,NA
Martin Lucas,IN,1,Republican,2022,0.196174093,H2IN01206,NA
Nicholas Pappas,IN,1,Republican,2022,NA,NA,NA
Richard Fantin,IN,1,Democrat,2022,NA,H2IN01230,NA
Douglas Carpenter,IN,2,Democrat,2018,NA,H4IN02150,NA
Patricia Hackett,IN,2,Democrat,2018,-1.153623665,H8IN02177,NA
Mel Hall,IN,2,Democrat,2018,-0.111520508,H8IN02169,NA
Yatish Joshi,IN,2,Democrat,2018,-0.969981319,H8IN02185,NA
Roland Leech,IN,2,Democrat,2018,NA,NA,NA
John Petroff,IN,2,Democrat,2018,NA,NA,NA
Mark Summe,IN,2,Republican,2018,NA,NA,NA
Jackie Walorski,IN,2,Republican,2018,0.380251472,H0IN02190,W000813
Christopher Glenn Davis,IN,2,Republican,2020,NA,H0IN02240,NA
Patricia Hackett,IN,2,Democrat,2020,-1.168235362,H8IN02177,NA
Ellen L. Marks,IN,2,Democrat,2020,-1.720253247,H0IN02232,NA
Jackie Walorski,IN,2,Republican,2020,1.010693238,H0IN02190,W000813
Jackie Walorski,IN,2,Republican,2022,1.038970639,H0IN02190,NA
Paul Steury,IN,2,Democrat,2022,-0.755892364,H2IN02279,NA
Jim Banks,IN,3,Republican,2018,0.885199002,H6IN03229,B001299
John Roberson,IN,3,Democrat,2018,NA,H2IN03160,NA
Thomas Allen Schrader,IN,3,Democrat,2018,NA,H6IN03187,NA
Courtney Tritch,IN,3,Democrat,2018,-0.368457703,H8IN03076,NA
Jim Banks,IN,3,Republican,2020,0.833397924,H6IN03229,B001299
Chip Coldiron,IN,3,Democrat,2020,-0.576528867,H0IN03230,NA
Jean-Paul B. Kalonji,IN,3,Democrat,2020,NA,H0IN03255,NA
Christopher Magiera,IN,3,Republican,2020,1.439969159,H0IN03222,NA
Carlos Cruz Marcano Jr.,IN,3,Democrat,2020,-1.225217661,H0IN03248,NA
Thomas Allen Schrader,IN,3,Democrat,2020,NA,H6IN03187,NA
Aaaron Calkins,IN,3,Democrat,2022,NA,NA,NA
Gary L. Snyder,IN,3,Democrat,2022,-0.875250629,H2IN03202,NA
Jim Banks,IN,3,Republican,2022,0.386777285,H6IN03229,B001299
Phillip Beachy,IN,3,Democrat,2022,NA,NA,NA
Jim Baird,IN,4,Republican,2018,NA,H8IN04199,B001307
Tobi Beck,IN,4,Democrat,2018,-0.681966197,H8IN04124,NA
Steve Braun,IN,4,Republican,2018,0.812104796,H8IN04165,NA
Roger Day,IN,4,Democrat,2018,NA,H4IN04230,NA
Roland Ellis,IN,4,Democrat,2018,NA,H8IN04249,NA
Kevin Grant,IN,4,Republican,2018,0.762787717,NA,NA
Darin Griesey,IN,4,Democrat,2018,NA,H0IN06084,NA
Joseph Mackey,IN,4,Democrat,2018,-0.694841703,H8IN04140,NA
Diego Morales,IN,4,Republican,2018,NA,H8IN04157,NA
James Nease,IN,4,Republican,2018,NA,H8IN04264,NA
Tim Radice,IN,4,Republican,2018,1.058828697,H8IN04215,NA
Jared Thomas,IN,4,Republican,2018,0.022411217,H8IN04181,NA
Veronikka Ziol,IN,4,Democrat,2018,NA,H8IN04256,NA
Jim Baird,IN,4,Republican,2020,NA,H8IN04199,B001307
Benjamin Frederick,IN,4,Democrat,2020,NA,H0IN04303,NA
Joseph Mackey,IN,4,Democrat,2020,-0.796573917,H8IN04140,NA
Howard J. Pollchik,IN,4,Democrat,2020,NA,H4IN04206,NA
Veronikka Ziol,IN,4,Democrat,2020,NA,H8IN04256,NA
Howard J. Pollchik,IN,4,Democrat,2022,NA,H4IN04206,NA
Jim Baird,IN,4,Republican,2022,NA,H8IN04199,B001307
Roger D. Day,IN,4,Democrat,2022,NA,H8IN04231,NA
Susan Brooks,IN,5,Republican,2018,0.562920029,H2IN05082,B001284
Dion Douglas,IN,5,Democrat,2018,-0.373183092,H8IN05170,NA
Sean Dugdale,IN,5,Democrat,2018,NA,H8IN05147,NA
Eshel Faraggi,IN,5,Democrat,2018,0.055687209,NA,NA
Kyle Moore,IN,5,Democrat,2018,-0.508486604,H8IN05204,NA
Dierdre Thornton,IN,5,Democrat,2018,-1.091351741,H8IN05188,NA
Kent Abernathy,IN,5,Republican,2020,1.565370842,H0IN05268,NA
Andrew Peter Bales,IN,5,Republican,2020,0.347877524,H0IN05284,NA
Micah Beckwith,IN,5,Republican,2020,1.44407272,H0IN05201,NA
Carl Joseph Brizzi,IN,5,Republican,2020,0.58050136,H0IN05334,NA
Jennifer Christie,IN,5,Democrat,2020,-0.847756759,H8IN05196,NA
Allen Ray Davidson,IN,5,Republican,2020,-0.103977165,H4IN05112,NA
Chuck Dietzen,IN,5,Republican,2020,1.195534326,H0IN05250,NA
Christina Hale,IN,5,Democrat,2020,-1.194499721,H0IN05219,NA
Beth Elaine Henderson,IN,5,Republican,2020,0.921984854,H0IN05276,NA
Matthew Caroll Hook,IN,5,Republican,2020,-0.093143161,H0IN05318,NA
Matthew Hullinger,IN,5,Republican,2020,NA,H0IN05359,NA
Andrew Jacobs Jr.,IN,5,Democrat,2020,-0.411867793,H0IN05227,NA
Kelly Maureen Mitchell,IN,5,Republican,2020,0.687707366,H0IN05243,NA
Daniel Niederberger Jr.,IN,5,Republican,2020,0.810069393,H0IN05185,NA
Mark Small,IN,5,Republican,2020,NA,H0IN05292,NA
Victoria Spartz,IN,5,Republican,2020,1.316214706,H0IN05326,S000929
Ralph Spelbring,IN,5,Democrat,2020,NA,H6IN03088,NA
Russell H. Stwalley,IN,5,Republican,2020,0.28313157,H6IN07204,NA
Dierdre Thornton,IN,5,Democrat,2020,-1.091511826,H8IN05188,NA
Victor Dean Wakley,IN,5,Republican,2020,NA,H4IN05088,NA
Jeannine Lee Lake,IN,5,Democrat,2022,-0.571705028,H8IN06202,NA
Matthew L. Hall,IN,5,Democrat,2022,-0.94306676,H2IN05157,NA
Victoria Spartz,IN,5,Republican,2022,1.264816613,H0IN05326,S000929
Mike Campbell,IN,6,Republican,2018,NA,NA,NA
George Holland,IN,6,Democrat,2018,NA,H6IN06024,NA
Jeannine Lee Lake,IN,6,Democrat,2018,-0.121343564,H8IN06152,NA
Jonathan Lamb,IN,6,Republican,2018,1.776473121,H8IN06079,NA
K Lave,IN,6,Democrat,2018,NA,H8IN04223,NA
Stephen MacKenzie,IN,6,Republican,2018,1.507801381,H8IN06103,NA
Greg Pence,IN,6,Republican,2018,NA,H8IN06129,P000615
Jim Pruett,IN,6,Democrat,2018,-0.355990592,H8IN06087,NA
Lane Siekman,IN,6,Democrat,2018,-0.077106662,H2IN06189,NA
Jeff Smith,IN,6,Republican,2018,NA,NA,NA
Joshua Williamson,IN,6,Democrat,2018,-0.227532382,NA,NA
Mike Campbell,IN,6,Republican,2020,NA,H8IN06160,NA
George Holland,IN,6,Democrat,2020,NA,H6IN06024,NA
Jeannine Lee Lake,IN,6,Democrat,2020,-0.748924373,H8IN06152,NA
Greg Pence,IN,6,Republican,2020,1.027678215,H8IN06129,P000615
Barry A. Welsh,IN,6,Democrat,2020,NA,H6IN06149,NA
Cynthia Wirth,IN,6,Democrat,2022,-1.144160626,H2IN06304,NA
George Holland,IN,6,Democrat,2022,0.381522199,H6IN06024,NA
Greg Pence,IN,6,Republican,2022,0.760992075,H8IN06129,P000615
James Dean Alspach,IN,6,Republican,2022,NA,H8IN09131,NA
Andre D. Carson,IN,7,Democrat,2018,-0.54512266,H8IN07184,C001072
John Couch,IN,7,Republican,2018,NA,H8IN07317,NA
Jason Davis,IN,7,Republican,2018,NA,H8IN07325,NA
Donald Eason,IN,7,Republican,2018,1.020975793,H8IN07333,NA
Curtis D. Godfrey,IN,7,Democrat,2018,-0.830033468,NA,NA
Wayne Harmon,IN,7,Republican,2018,NA,H8IN07150,NA
Bob Kern,IN,7,Democrat,2018,NA,NA,NA
J.D. Miniear,IN,7,Republican,2018,0.506222255,H2IN07096,NA
Pierre Quincy Pullins,IN,7,Democrat,2018,NA,NA,NA
Sue Spicer,IN,7,Democrat,2018,-0.737351028,NA,NA
Tony Van Pelt,IN,7,Republican,2018,NA,H8IN07291,NA
Andre D. Carson,IN,7,Democrat,2020,-0.569558998,H8IN07184,C001072
Jon J. Davis,IN,7,Republican,2020,NA,H0IN07264,NA
Douglas L. Merrill,IN,7,Republican,2020,NA,H0IN07272,NA
J.D. Miniear,IN,7,Republican,2020,NA,H2IN07096,NA
Pierre Quincy Pullins,IN,7,Democrat,2020,NA,H6IN07337,NA
Martin G. Ramey,IN,7,Republican,2020,NA,H0IN07280,NA
Susan Marie Smith,IN,7,Republican,2020,0.558450938,H0IN07256,NA
Gerald Walters,IN,7,Republican,2020,0.528158495,H0IN07249,NA
Andre D. Carson,IN,7,Democrat,2022,-0.62102082,H8IN07184,C001072
Angela Grabovsky,IN,7,Republican,2022,0.534180068,H2IN07179,NA
Bill Allen,IN,7,Republican,2022,0.62906972,H2IN07195,NA
Curtis D. Godfrey,IN,7,Democrat,2022,-0.735033654,NA,NA
Gerald Walters,IN,7,Republican,2022,NA,H0IN07249,NA
Jennifer Pace,IN,7,Republican,2022,NA,NA,NA
Pierre Quincy Pullins,IN,7,Democrat,2022,NA,NA,NA
Russell Scott Johnson,IN,7,Republican,2022,1.040586584,H2IN07153,NA
Larry D. Bucshon,IN,8,Republican,2018,NA,H0IN08114,B001275
Rachel Covington,IN,8,Republican,2018,-0.302064221,NA,NA
Richard Moss,IN,8,Republican,2018,0.674918433,H6IN08228,NA
William Tanoos,IN,8,Democrat,2018,-0.205337506,H8IN08141,NA
Larry D. Bucshon,IN,8,Republican,2020,0.646369174,H0IN08114,B001275
Ron Drake,IN,8,Democrat,2020,NA,H6IN08244,NA
E. Thomasina Marsili,IN,8,Democrat,2020,-1.434152156,H0IN08213,NA
Mike Webster,IN,8,Democrat,2020,-0.142083614,H0IN08239,NA
Adnan H Dhahir,IN,8,Democrat,2022,-0.481807266,H2IN08177,NA
Larry D. Bucshon,IN,8,Republican,2022,0.834885376,H0IN08114,B001275
Peter F.H. Priest II,IN,8,Democrat,2022,NA,NA,NA
Ray McCormick,IN,8,Democrat,2022,NA,H2IN08169,NA
James Alspach,IN,9,Republican,2018,NA,NA,NA
Daniel Canon,IN,9,Democrat,2018,-0.697424326,H8IN09081,NA
Rob Chatlos,IN,9,Democrat,2018,NA,H8IN09115,NA
Trey Hollingsworth,IN,9,Republican,2018,NA,H6IN09176,H001074
Liz Watson,IN,9,Democrat,2018,-0.98449268,H8IN09107,NA
D. Liam Dorris,IN,9,Democrat,2020,-0.894285806,H0IN09161,NA
Trey Hollingsworth,IN,9,Republican,2020,NA,H6IN09176,H001074
Brandon Wesley Hood,IN,9,Democrat,2020,NA,H8IN09123,NA
James C. O'Gabhann III,IN,9,Democrat,2020,NA,H0IN09203,NA
Mark Powell,IN,9,Democrat,2020,NA,H0IN04246,NA
Andy Ruff,IN,9,Democrat,2020,-0.926719643,H0IN09179,NA
Bill J. Thomas,IN,9,Republican,2022,NA,NA,NA
Brian Tibbs,IN,9,Republican,2022,NA,NA,NA
D. Liam Dorris,IN,9,Democrat,2022,-0.538585428,H0IN09161,NA
Dan Heiwig,IN,9,Republican,2022,0.621238829,H2IN09282,NA
Eric Schansberg,IN,9,Republican,2022,0.886272742,H6IN09119,NA
Erin Houchin,IN,9,Republican,2022,NA,H6IN09143,H001093
Isak Asare,IN,9,Democrat,2022,-1.128041178,H2IN09233,NA
J. Michael Davisson,IN,9,Republican,2022,1.997513487,H2IN09266,NA
Jim Baker,IN,9,Republican,2022,NA,H2IN01214,NA
Matthew Fyfe,IN,9,Democrat,2022,-0.833336836,H2IN09191,NA
Mike Sodrel,IN,9,Republican,2022,1.611597292,H2IN09084,NA
Stu Barnes-Israel,IN,9,Republican,2022,NA,H2IN09258,NA
Alan LaPolice,KS,1,Democrat,2018,-0.266390986,H4KS01059,NA
Roger Marshall,KS,1,Republican,2018,1.229070413,H6KS01179,M001198
Nick Reinecker,KS,1,Republican,2018,NA,NA,NA
Kali Barnett,KS,1,Democrat,2020,-0.762806124,H0KS01172,NA
Bill Clifford,KS,1,Republican,2020,NA,H0KS01198,NA
Christy Cauble Davis,KS,1,Democrat,2020,-0.194399911,H0KS01214,NA
Tracey Mann,KS,1,Republican,2020,1.139429444,H0KS01123,M000871
Jerry Molstad,KS,1,Republican,2020,NA,H2KS01053,NA
Michael Soetaert,KS,1,Republican,2020,NA,H0KS01180,NA
"James ""Jimmy"" Beard",KS,1,Democrat,2022,-0.90441308,H2KS01079,NA
Tracey Mann,KS,1,Republican,2022,1.075508399,H0KS01123,M000871
Paul Davis,KS,2,Democrat,2018,0.503062214,H8KS02173,NA
Vernon Fields,KS,2,Republican,2018,NA,H8KS02132,NA
Steve Fitzgerald,KS,2,Republican,2018,1.605675914,H8KS02140,NA
Kevin Jones,KS,2,Republican,2018,0.708833865,H8KS02181,NA
Doug Mays,KS,2,Republican,2018,NA,H8KS02231,NA
Dennis Pyle,KS,2,Republican,2018,1.468598142,H8KS02249,NA
Caryn Tyson,KS,2,Republican,2018,NA,H8KS02157,NA
Steve Watkins,KS,2,Republican,2018,0.680767471,H8KS02199,W000824
Michelle De La Isla,KS,2,Democrat,2020,-0.543799676,H0KS02196,NA
Jake LaTurner,KS,2,Republican,2020,1.170393668,H0KS02188,L000266
Dennis Taylor,KS,2,Republican,2020,0.536417601,H0KS02212,NA
Steve Watkins,KS,2,Republican,2020,1.482217283,H8KS02199,NA
James K. Windholz,KS,2,Democrat,2020,NA,H0KS02204,NA
Jake LaTurner,KS,2,Republican,2022,1.184762366,H0KS02188,L000266
Patrick Schmidt,KS,2,Democrat,2022,-0.078162341,H2KS02143,NA
Sharice Davids,KS,3,Democrat,2018,-1.000476276,H8KS03155,D000629
Trevor Keegan,KS,3,Republican,2018,0.014775437,H8KS03171,NA
Mike McCamon,KS,3,Democrat,2018,-0.572954897,H8KS03148,NA
Joe Myers,KS,3,Republican,2018,NA,NA,NA
Tom Niermann,KS,3,Democrat,2018,NA,H8KS03114,NA
Jay Sidie,KS,3,Democrat,2018,-0.091740404,H6KS03241,NA
Brent Welder,KS,3,Democrat,2018,-0.942282075,H8KS03122,NA
Sylvia Williams,KS,3,Democrat,2018,-1.217699015,H8KS03163,NA
Kevin Yoder,KS,3,Republican,2018,0.503873482,H0KS03137,NA
Amanda L. Adkins,KS,3,Republican,2020,0.29446242,H0KS03236,NA
Mike Beehler,KS,3,Republican,2020,0.994842852,H0KS03251,NA
Sharice Davids,KS,3,Democrat,2020,-0.734791404,H8KS03155,D000629
Adrienne Vallejo Foster,KS,3,Republican,2020,1.424617556,H0KS03244,NA
Tom Love,KS,3,Republican,2020,NA,H2KS03091,NA
Sara Hart Weir,KS,3,Republican,2020,0.246430212,H0KS03228,NA
Amanda L. Adkins,KS,3,Republican,2022,0.373930917,H0KS03236,NA
John A. McCaughrean,KS,3,Republican,2022,0.582373516,H2KS03166,NA
Sharice Davids,KS,3,Democrat,2022,-0.353252931,H8KS03155,D000629
Ron Estes,KS,4,Republican,2018,1.589759583,H8KS04112,E000298
Ronald M. Estes (distinct),KS,4,Republican,2018,NA,H8KS04187,NA
Laura Lombard,KS,4,Democrat,2018,0.05421225,H8KS04088,NA
James Thompson,KS,4,Democrat,2018,-0.514168885,H8KS04120,NA
Ron Estes,KS,4,Republican,2020,1.744859282,H8KS04112,E000298
